source	gene ID	gene name	orthologs
InParanoid	DDB_G0276503	DDB_G0276503	C.elegans:CE37076 | D.melanogaster:FBpp0083921 | E.coli K-12:NP_418584 | H.sapiens:ENSP00000380645 | M.musculus:ENSMUSP00000051438
JGI/Baylor Sequencing Project	DDB_G0276503	DDB_G0276503	D.purpureum:DPU_G0055078
OrthoMCL	DDB_G0278887	prafA	M.musculus:ENSMUSP00000076227 | H.sapiens:ENSP00000222008 | A.thaliana:NP_181569 | A.thaliana:NP_191170 | A.thaliana:NP_196328 | A.thaliana:NP_173212 | A.thaliana:NP_181370 | A.thaliana:NP_195784 | A.thaliana:NP_196157 | A.thaliana:NP_563826 | S.cerevisiae S288c:YNL044W | D.melanogaster:FBpp0087526
InParanoid	DDB_G0278887	prafA	A.thaliana:At1g17700 | D.melanogaster:FBpp0087526 | H.sapiens:ENSP00000222008 | M.musculus:ENSMUSP00000076227
JGI/Baylor Sequencing Project	DDB_G0278887	prafA	D.purpureum:DPU_G0052372
OrthoMCL	DDB_G0278889	mrpl27	M.musculus:ENSMUSP00000025278 | M.musculus:ENSMUSP00000094332 | E.coli K-12:AP_003728 | H.sapiens:ENSP00000376956 | A.thaliana:NP_001077904 | A.thaliana:NP_565398 | A.thaliana:NP_568310 | A.thaliana:NP_849961 | A.thaliana:NP_198911 | S.cerevisiae S288c:YNL005C | D.melanogaster:FBpp0077141
InParanoid	DDB_G0278889	mrpl27	A.thaliana:At2g16930 | E.coli K-12:NP_417652 | H.sapiens:ENSP00000376956 | M.musculus:ENSMUSP00000094332 | M.musculus:ENSMUSP00000025278
JGI/Baylor Sequencing Project	DDB_G0278889	mrpl27	D.purpureum:DPU_G0052370
InParanoid	DDB_G0278897	DDB_G0278897	H.sapiens:ENSP00000375853 | M.musculus:ENSMUSP00000045715 | M.musculus:ENSMUSP00000107572
JGI/Baylor Sequencing Project	DDB_G0278897	DDB_G0278897	D.purpureum:DPU_G0067280
OrthoMCL	DDB_G0277847	pdhC	M.musculus:ENSMUSP00000034567 | C.elegans:WBGene00009082 | H.sapiens:ENSP00000280346 | A.thaliana:NP_001031186 | A.thaliana:NP_564654 | A.thaliana:NP_566470 | A.thaliana:NP_190788 | A.thaliana:NP_174703 | A.thaliana:NP_189215 | S.cerevisiae S288c:YNL071W | D.melanogaster:FBpp0079072
InParanoid	DDB_G0277847	pdhC	A.thaliana:At3g52200 | C.elegans:CE09597 | D.melanogaster:FBpp0079072 | H.sapiens:ENSP00000280346 | M.musculus:ENSMUSP00000034567 | S.cerevisiae S288c:YNL071W
JGI/Baylor Sequencing Project	DDB_G0277847	pdhC	D.purpureum:DPU_G0066000
OrthoMCL	DDB_G0278639	clcD	M.musculus:ENSMUSP00000035964 | C.elegans:WBGene00000533 | H.sapiens:ENSP00000372193 | A.thaliana:NP_197996 | A.thaliana:NP_199800 | A.thaliana:NP_001031990 | A.thaliana:NP_189353 | A.thaliana:NP_198313 | A.thaliana:NP_198905 | D.melanogaster:FBpp0086939
InParanoid	DDB_G0278639	clcD	D.melanogaster:FBpp0086939 | S.cerevisiae S288c:YJR040W
JGI/Baylor Sequencing Project	DDB_G0278639	clcD	D.purpureum:DPU_G0071682
OrthoMCL	DDB_G0279211	DDB_G0279211	E.coli K-12:AP_003971 | A.thaliana:NP_001078599 | A.thaliana:NP_001078611 | A.thaliana:NP_001118564 | A.thaliana:NP_187028 | A.thaliana:NP_197294 | A.thaliana:NP_197598 | A.thaliana:NP_850507 | S.cerevisiae S288c:YER091C
InParanoid	DDB_G0279211	DDB_G0279211	A.thaliana:At3g03780 | E.coli K-12:NP_418273 | S.cerevisiae S288c:YER091C
JGI/Baylor Sequencing Project	DDB_G0279211	DDB_G0279211	D.purpureum:DPU_G0067610
JGI/Baylor Sequencing Project	DDB_G0279237	DDB_G0279237	D.purpureum:DPU_G0052920
OrthoMCL	DDB_G0277451	mgm101	S.cerevisiae S288c:YJR144W
InParanoid	DDB_G0277451	mgm101	S.cerevisiae S288c:YJR144W
JGI/Baylor Sequencing Project	DDB_G0277451	mgm101	D.purpureum:DPU_G0073468
OrthoMCL	DDB_G0278155	mai	M.musculus:ENSMUSP00000053540 | C.elegans:WBGene00021817 | C.elegans:WBGene00001790 | C.elegans:WBGene00001791 | H.sapiens:ENSP00000216465 | A.thaliana:NP_178343 | A.thaliana:NP_178344 | A.thaliana:NP_849926 | A.thaliana:NP_973400 | D.melanogaster:FBpp0081520 | D.melanogaster:FBpp0081522
InParanoid	DDB_G0278155	mai	A.thaliana:At2g02390 | C.elegans:CE03099 | D.melanogaster:FBpp0081520 | E.coli K-12:NP_416804 | H.sapiens:ENSP00000377342 | M.musculus:ENSMUSP00000053540
JGI/Baylor Sequencing Project	DDB_G0278155	mai	D.purpureum:DPU_G0072356
OrthoMCL	DDB_G0275555	DDB_G0275555	M.musculus:ENSMUSP00000021522 | M.musculus:ENSMUSP00000066621 | C.elegans:WBGene00013029 | C.elegans:WBGene00017062 | H.sapiens:ENSP00000328570 | H.sapiens:ENSP00000330836 | S.cerevisiae S288c:YPL059W | S.cerevisiae S288c:YER174C | S.cerevisiae S288c:YDR098C | E.coli K-12:AP_002276 | A.thaliana:NP_192404 | A.thaliana:NP_191050 | A.thaliana:NP_001030704 | A.thaliana:NP_566522 | D.melanogaster:FBpp0073806 | D.melanogaster:FBpp0080044
InParanoid	DDB_G0275555	DDB_G0275555	C.elegans:CE29745 | D.melanogaster:FBpp0080044 | H.sapiens:ENSP00000330836 | M.musculus:ENSMUSP00000066621 | S.cerevisiae S288c:YDR098C
JGI/Baylor Sequencing Project	DDB_G0275555	DDB_G0275555	D.purpureum:DPU_G0051284
OrthoMCL	DDB_G0277455	plbE	M.musculus:ENSMUSP00000031597 | M.musculus:ENSMUSP00000032336 | C.elegans:WBGene00021852 | C.elegans:WBGene00012544 | C.elegans:WBGene00008607 | H.sapiens:ENSP00000280800 | H.sapiens:ENSP00000240617 | D.melanogaster:FBpp0076862
JGI/Baylor Sequencing Project	DDB_G0277455	plbE	D.purpureum:DPU_G0059798
JGI/Baylor Sequencing Project	DDB_G0277475	DDB_G0277475	D.purpureum:DPU_G0069682
OrthoMCL	DDB_G0277481	DDB_G0277481	A.thaliana:NP_182002 | A.thaliana:NP_001030642 | A.thaliana:NP_188825 | S.cerevisiae S288c:YER059W | S.cerevisiae S288c:YOL001W | S.cerevisiae S288c:YIL050W
JGI/Baylor Sequencing Project	DDB_G0277481	DDB_G0277481	D.purpureum:DPU_G0073410
OrthoMCL	DDB_G0278769	cstf1	M.musculus:ENSMUSP00000029000 | C.elegans:WBGene00000773 | H.sapiens:ENSP00000415266 | A.thaliana:NP_200902 | A.thaliana:NP_974972 | D.melanogaster:FBpp0085224
InParanoid	DDB_G0278769	cstf1	A.thaliana:At5g60940 | C.elegans:CE03274 | D.melanogaster:FBpp0085224 | H.sapiens:ENSP00000217109 | M.musculus:ENSMUSP00000029000
JGI/Baylor Sequencing Project	DDB_G0278769	cstf1	D.purpureum:DPU_G0065570
OrthoMCL	DDB_G0278771	DDB_G0278771	C.elegans:WBGene00022505
JGI/Baylor Sequencing Project	DDB_G0278771	DDB_G0278771	D.purpureum:DPU_G0065572
OrthoMCL	DDB_G0277017	gxcN	M.musculus:ENSMUSP00000004684 | M.musculus:ENSMUSP00000105053 | M.musculus:ENSMUSP00000067796 | H.sapiens:ENSP00000352995 | H.sapiens:ENSP00000354718 | H.sapiens:ENSP00000411459 | D.melanogaster:FBpp0080821
InParanoid	DDB_G0277017	gxcN	C.elegans:CE42660 | D.melanogaster:FBpp0289650 | H.sapiens:ENSP00000352995 | M.musculus:ENSMUSP00000004684
JGI/Baylor Sequencing Project	DDB_G0277017	gxcN	D.purpureum:DPU_G0072848
JGI/Baylor Sequencing Project	DDB_G0276099	DDB_G0276099	D.purpureum:DPU_G0074062
OrthoMCL	DDB_G0276103	enlA	M.musculus:ENSMUSP00000083057 | H.sapiens:ENSP00000357079 | D.melanogaster:FBpp0078155
JGI/Baylor Sequencing Project	DDB_G0276103	enlA	D.purpureum:DPU_G0067808
OrthoMCL	DDB_G0275399	DDB_G0275399	M.musculus:ENSMUSP00000041701 | C.elegans:WBGene00022361 | H.sapiens:ENSP00000331105 | A.thaliana:NP_191076 | S.cerevisiae S288c:YMR259C | D.melanogaster:FBpp0288416
InParanoid	DDB_G0275399	DDB_G0275399	A.thaliana:At3g55160 | C.elegans:CE39994 | D.melanogaster:FBpp0288416 | H.sapiens:ENSP00000331105 | M.musculus:ENSMUSP00000041701 | S.cerevisiae S288c:YMR259C
JGI/Baylor Sequencing Project	DDB_G0275399	DDB_G0275399	D.purpureum:DPU_G0055836
OrthoMCL	DDB_G0275405	ap3s1	M.musculus:ENSMUSP00000025357 | M.musculus:ENSMUSP00000075082 | C.elegans:WBGene00000165 | H.sapiens:ENSP00000325369 | H.sapiens:ENSP00000338777 | A.thaliana:NP_190655 | S.cerevisiae S288c:YJL024C | D.melanogaster:FBpp0072061
InParanoid	DDB_G0275405	ap3s1	A.thaliana:At3g50860 | C.elegans:CE30461 | D.melanogaster:FBpp0072061 | H.sapiens:ENSP00000325369 | M.musculus:ENSMUSP00000025357 | S.cerevisiae S288c:YJL024C
JGI/Baylor Sequencing Project	DDB_G0275405	ap3s1	D.purpureum:DPU_G0054876
OrthoMCL	DDB_G0277263	DDB_G0277263	M.musculus:ENSMUSP00000025434 | H.sapiens:ENSP00000255226
InParanoid	DDB_G0277263	DDB_G0277263	H.sapiens:ENSP00000318546 | M.musculus:ENSMUSP00000025433
JGI/Baylor Sequencing Project	DDB_G0277263	DDB_G0277263	D.purpureum:DPU_G0058058
JGI/Baylor Sequencing Project	DDB_G0277265	DDB_G0277265	D.purpureum:DPU_G0058706
OrthoMCL	DDB_G0277303	phesB	M.musculus:ENSMUSP00000069508 | C.elegans:WBGene00001498 | H.sapiens:ENSP00000281828 | A.thaliana:NP_177399 | A.thaliana:NP_849879 | S.cerevisiae S288c:YLR060W | D.melanogaster:FBpp0084021
InParanoid	DDB_G0277303	phesB	A.thaliana:At1g72550 | C.elegans:CE20708 | D.melanogaster:FBpp0084021 | E.coli K-12:NP_416228 | H.sapiens:ENSP00000281828 | M.musculus:ENSMUSP00000069508 | S.cerevisiae S288c:YLR060W
JGI/Baylor Sequencing Project	DDB_G0277303	phesB	D.purpureum:DPU_G0062810
OrthoMCL	DDB_G0277851	dymB	M.musculus:ENSMUSP00000072199 | M.musculus:ENSMUSP00000083241 | M.musculus:ENSMUSP00000108981 | M.musculus:ENSMUSP00000093944 | C.elegans:WBGene00001130 | C.elegans:WBGene00001093 | A.thaliana:NP_001154516 | A.thaliana:NP_565362 | A.thaliana:NP_565363 | A.thaliana:NP_567931 | H.sapiens:ENSP00000351969 | H.sapiens:ENSP00000362014 | H.sapiens:ENSP00000373905 | H.sapiens:ENSP00000266479 | S.cerevisiae S288c:YLL001W | S.cerevisiae S288c:YKR001C | D.melanogaster:FBpp0089277 | D.melanogaster:FBpp0077424
JGI/Baylor Sequencing Project	DDB_G0277851	dymB	D.purpureum:DPU_G0064210
OrthoMCL	DDB_G0278429	rps20	M.musculus:ENSMUSP00000100074 | C.elegans:WBGene00004489 | H.sapiens:ENSP00000396038 | S.cerevisiae S288c:YHL015W | E.coli K-12:AP_004469 | A.thaliana:NP_001030826 | A.thaliana:NP_001078781 | A.thaliana:NP_190089 | A.thaliana:NP_190321 | A.thaliana:NP_201036 | A.thaliana:NP_850665 | A.thaliana:NP_187919 | D.melanogaster:FBpp0083371
InParanoid	DDB_G0278429	rps20	A.thaliana:At3g47370 | C.elegans:CE29835 | D.melanogaster:FBpp0083371 | H.sapiens:ENSP00000009589 | M.musculus:ENSMUSP00000100074 | S.cerevisiae S288c:YHL015W
JGI/Baylor Sequencing Project	DDB_G0278429	rps20	D.purpureum:DPU_G0054112
OrthoMCL	DDB_G0283621	cutA	A.thaliana:NP_171620 | A.thaliana:NP_180232 | A.thaliana:NP_199189 | A.thaliana:NP_171918 | A.thaliana:NP_173376 | A.thaliana:NP_179223 | A.thaliana:NP_173916 | A.thaliana:NP_177020 | A.thaliana:NP_195151 | A.thaliana:NP_195177 | A.thaliana:NP_195178 | A.thaliana:NP_849861 | A.thaliana:NP_179113 | A.thaliana:NP_180193
InParanoid	DDB_G0283621	cutA	A.thaliana:At1g19440
JGI/Baylor Sequencing Project	DDB_G0283621	cutA	D.purpureum:DPU_G0069566
OrthoMCL	DDB_G0279919	abcD3	M.musculus:ENSMUSP00000029770 | M.musculus:ENSMUSP00000002084 | M.musculus:ENSMUSP00000068940 | M.musculus:ENSMUSP00000021666 | C.elegans:WBGene00004058 | C.elegans:WBGene00004059 | C.elegans:WBGene00004061 | C.elegans:WBGene00004060 | H.sapiens:ENSP00000403357 | H.sapiens:ENSP00000218104 | H.sapiens:ENSP00000310688 | H.sapiens:ENSP00000349396 | S.cerevisiae S288c:YPL147W | S.cerevisiae S288c:YKL188C | E.coli K-12:AP_002119 | A.thaliana:NP_568072 | A.thaliana:NP_175837 | D.melanogaster:FBpp0074564 | D.melanogaster:FBpp0088216
InParanoid	DDB_G0279919	abcD3	A.thaliana:At1g54350 | C.elegans:CE05518 | M.musculus:ENSMUSP00000021666
JGI/Baylor Sequencing Project	DDB_G0279919	abcD3	D.purpureum:DPU_G0058190
JGI/Baylor Sequencing Project	DDB_G0281679	DDB_G0281679	D.purpureum:DPU_G0066396
OrthoMCL	DDB_G0281171	oxaB	E.coli K-12:AP_004087 | A.thaliana:NP_001118405 | A.thaliana:NP_180446 | A.thaliana:NP_850125
InParanoid	DDB_G0281171	oxaB	D.melanogaster:FBpp0076000 | E.coli K-12:NP_418161 | H.sapiens:ENSP00000285848
JGI/Baylor Sequencing Project	DDB_G0281171	oxaB	D.purpureum:DPU_G0064862
OrthoMCL	DDB_G0277353	DDB_G0277353	M.musculus:ENSMUSP00000101858 | C.elegans:WBGene00016173 | H.sapiens:ENSP00000254108 | A.thaliana:NP_568879 | A.thaliana:NP_851215 | D.melanogaster:FBpp0073996
InParanoid	DDB_G0277353	DDB_G0277353	D.melanogaster:FBpp0076019
JGI/Baylor Sequencing Project	DDB_G0277353	DDB_G0277353	D.purpureum:DPU_G0070520
OrthoMCL	DDB_G0277357	DDB_G0277357	M.musculus:ENSMUSP00000063883 | D.melanogaster:FBpp0073442
JGI/Baylor Sequencing Project	DDB_G0277357	DDB_G0277357	D.purpureum:DPU_G0058710
OrthoMCL	DDB_G0285593	nfu1	M.musculus:ENSMUSP00000032060 | C.elegans:WBGene00003064 | H.sapiens:ENSP00000387219 | A.thaliana:NP_001030735 | A.thaliana:NP_175550 | A.thaliana:NP_566673 | S.cerevisiae S288c:YKL040C | D.melanogaster:FBpp0070051 | D.melanogaster:FBpp0070054 | D.melanogaster:FBpp0077066
InParanoid	DDB_G0285593	nfu1	A.thaliana:At3g20970 | C.elegans:CE06292 | D.melanogaster:FBpp0070051 | D.melanogaster:FBpp0070054 | D.melanogaster:FBpp0077066 | H.sapiens:ENSP00000385744 | M.musculus:ENSMUSP00000032060 | S.cerevisiae S288c:YKL040C
JGI/Baylor Sequencing Project	DDB_G0285593	nfu1	D.purpureum:DPU_G0052406
JGI/Baylor Sequencing Project	DDB_G0282165	DDB_G0282165	D.purpureum:DPU_G0075848
OrthoMCL	DDB_G0283631	arfrp1	M.musculus:ENSMUSP00000104436 | C.elegans:WBGene00021841 | H.sapiens:ENSP00000352746 | A.thaliana:NP_200034 | A.thaliana:NP_851175 | S.cerevisiae S288c:YPL051W | D.melanogaster:FBpp0071229
InParanoid	DDB_G0283631	arfrp1	A.thaliana:At5g52210 | D.melanogaster:FBpp0071229 | H.sapiens:ENSP00000326884 | M.musculus:ENSMUSP00000104436 | S.cerevisiae S288c:YPL051W
JGI/Baylor Sequencing Project	DDB_G0283631	arfrp1	D.purpureum:DPU_G0069592
JGI/Baylor Sequencing Project	DDB_G0281719	DDB_G0281719	D.purpureum:DPU_G0062948
InParanoid	DDB_G0280131	DDB_G0280131	A.thaliana:At3g46920 | H.sapiens:ENSP00000331504 | M.musculus:ENSMUSP00000079733
JGI/Baylor Sequencing Project	DDB_G0280131	DDB_G0280131	D.purpureum:DPU_G0051656
OrthoMCL	DDB_G0277923	empD	M.musculus:ENSMUSP00000037583 | C.elegans:WBGene00009829 | H.sapiens:ENSP00000303145 | A.thaliana:NP_172429 | A.thaliana:NP_176075 | A.thaliana:NP_173608 | A.thaliana:NP_177105 | A.thaliana:NP_564256 | A.thaliana:NP_187689 | S.cerevisiae S288c:YML012W | D.melanogaster:FBpp0084133
InParanoid	DDB_G0277923	empD	A.thaliana:At1g69460 | C.elegans:CE05883 | D.melanogaster:FBpp0084133 | H.sapiens:ENSP00000303145 | M.musculus:ENSMUSP00000037583 | S.cerevisiae S288c:YML012W
JGI/Baylor Sequencing Project	DDB_G0277923	empD	D.purpureum:DPU_G0071668
OrthoMCL	DDB_G0277371	pabpn1	M.musculus:ENSMUSP00000022808 | M.musculus:ENSMUSP00000090747 | C.elegans:WBGene00003904 | C.elegans:WBGene00017135 | C.elegans:WBGene00017140 | H.sapiens:ENSP00000216727 | H.sapiens:ENSP00000390913 | A.thaliana:NP_568751 | A.thaliana:NP_196597 | A.thaliana:NP_850803 | A.thaliana:NP_201329 | S.cerevisiae S288c:YIR001C | D.melanogaster:FBpp0087864
InParanoid	DDB_G0277371	pabpn1	A.thaliana:At5g51120 | C.elegans:CE08254 | D.melanogaster:FBpp0087863 | H.sapiens:ENSP00000216727 | M.musculus:ENSMUSP00000022808
OrthoMCL	DDB_G0281699	DDB_G0281699	A.thaliana:NP_173131
InParanoid	DDB_G0281699	DDB_G0281699	A.thaliana:At1g16870 | D.melanogaster:FBpp0071753 | H.sapiens:ENSP00000357320 | M.musculus:ENSMUSP00000088456 | S.cerevisiae S288c:YGL129C
OrthoMCL	DDB_G0279939	DDB_G0279939	A.thaliana:NP_565128
JGI/Baylor Sequencing Project	DDB_G0279939	DDB_G0279939	D.purpureum:DPU_G0061992
OrthoMCL	DDB_G0279949	DDB_G0279949	E.coli K-12:AP_003066 | A.thaliana:NP_189235 | S.cerevisiae S288c:YIL010W
OrthoMCL	DDB_G0283403	DDB_G0283403	M.musculus:ENSMUSP00000032497 | C.elegans:WBGene00008339 | H.sapiens:ENSP00000261250 | D.melanogaster:FBpp0084673
InParanoid	DDB_G0283403	DDB_G0283403	C.elegans:CE42083 | D.melanogaster:FBpp0084673 | H.sapiens:ENSP00000261250 | M.musculus:ENSMUSP00000032497
JGI/Baylor Sequencing Project	DDB_G0283403	DDB_G0283403	D.purpureum:DPU_G0068516
OrthoMCL	DDB_G0279905	DDB_G0279905	M.musculus:ENSMUSP00000098418 | C.elegans:WBGene00016144 | H.sapiens:ENSP00000266839
InParanoid	DDB_G0279905	DDB_G0279905	C.elegans:CE39476 | H.sapiens:ENSP00000266839
JGI/Baylor Sequencing Project	DDB_G0279905	DDB_G0279905	D.purpureum:DPU_G0054164
OrthoMCL	DDB_G0280175	dynD	M.musculus:ENSMUSP00000110981 | C.elegans:WBGene00016124 | H.sapiens:ENSP00000414906 | D.melanogaster:FBpp0088018
InParanoid	DDB_G0280175	dynD	C.elegans:CE04087 | D.melanogaster:FBpp0088018 | H.sapiens:ENSP00000255263 | M.musculus:ENSMUSP00000110981
JGI/Baylor Sequencing Project	DDB_G0280175	dynD	D.purpureum:DPU_G0066102
JGI/Baylor Sequencing Project	DDB_G0281217	DDB_G0281217	D.purpureum:DPU_G0072610
OrthoMCL	DDB_G0280053	osbA	S.cerevisiae S288c:YOR237W
InParanoid	DDB_G0280053	osbA	A.thaliana:At4g25860 | A.thaliana:At5g57240 | D.melanogaster:FBpp0087535 | S.cerevisiae S288c:YOR237W
JGI/Baylor Sequencing Project	DDB_G0280053	osbA	D.purpureum:DPU_G0054626
OrthoMCL	DDB_G0283393	rplP2	M.musculus:ENSMUSP00000081474 | C.elegans:WBGene00016493 | C.elegans:WBGene00004410 | H.sapiens:ENSP00000322419 | A.thaliana:NP_001154535 | A.thaliana:NP_001154536 | A.thaliana:NP_180339 | A.thaliana:NP_180340 | A.thaliana:NP_850106 | A.thaliana:NP_973549 | A.thaliana:NP_190045 | A.thaliana:NP_974384 | A.thaliana:NP_189491 | A.thaliana:NP_198820 | S.cerevisiae S288c:YDR382W | S.cerevisiae S288c:YOL039W | D.melanogaster:FBpp0089424
InParanoid	DDB_G0283393	rplP2	A.thaliana:At3g44590 | C.elegans:CE22694 | D.melanogaster:FBpp0086252 | H.sapiens:ENSP00000322419 | M.musculus:ENSMUSP00000081474 | S.cerevisiae S288c:YOL039W
OrthoMCL	DDB_G0283397	DDB_G0283397	M.musculus:ENSMUSP00000040307 | C.elegans:WBGene00013643 | C.elegans:WBGene00003396 | H.sapiens:ENSP00000358335 | D.melanogaster:FBpp0077011
InParanoid	DDB_G0283397	DDB_G0283397	H.sapiens:ENSP00000340636 | M.musculus:ENSMUSP00000081041
JGI/Baylor Sequencing Project	DDB_G0283397	DDB_G0283397	D.purpureum:DPU_G0064800
JGI/Baylor Sequencing Project	DDB_G0284569	DDB_G0284569	D.purpureum:DPU_G0071918
JGI/Baylor Sequencing Project	DDB_G0282957	DDB_G0282957	D.purpureum:DPU_G0071388
OrthoMCL	DDB_G0280453	DDB_G0280453	C.elegans:WBGene00010887
InParanoid	DDB_G0280453	DDB_G0280453	C.elegans:CE37394 | D.melanogaster:FBpp0070421
JGI/Baylor Sequencing Project	DDB_G0280453	DDB_G0280453	D.purpureum:DPU_G0074626
OrthoMCL	DDB_G0279507	plrg1	M.musculus:ENSMUSP00000029628 | C.elegans:WBGene00006481 | H.sapiens:ENSP00000377483 | A.thaliana:NP_193325 | A.thaliana:NP_566557 | S.cerevisiae S288c:YPL151C | D.melanogaster:FBpp0073459
InParanoid	DDB_G0279507	plrg1	A.thaliana:At4g15900 | C.elegans:CE05533 | D.melanogaster:FBpp0073459 | H.sapiens:ENSP00000377483 | M.musculus:ENSMUSP00000029628 | S.cerevisiae S288c:YPL151C
JGI/Baylor Sequencing Project	DDB_G0279507	plrg1	D.purpureum:DPU_G0067048
InParanoid	DDB_G0279513	DDB_G0279513	A.thaliana:At1g10510 | D.melanogaster:FBpp0080775 | H.sapiens:ENSP00000221462 | M.musculus:ENSMUSP00000029252
JGI/Baylor Sequencing Project	DDB_G0279513	DDB_G0279513	D.purpureum:DPU_G0067050
OrthoMCL	DDB_G0279519	mrpl22	M.musculus:ENSMUSP00000020820 | M.musculus:ENSMUSP00000082448 | C.elegans:WBGene00012645 | E.coli K-12:AP_004475 | H.sapiens:ENSP00000411177 | A.thaliana:NP_567805 | A.thaliana:NP_001031174 | A.thaliana:NP_001117473 | A.thaliana:NP_564605 | D.melanogaster:FBpp0074104
InParanoid	DDB_G0279519	mrpl22	A.thaliana:At1g52370 | H.sapiens:ENSP00000343328
JGI/Baylor Sequencing Project	DDB_G0279519	mrpl22	D.purpureum:DPU_G0054032
OrthoMCL	DDB_G0279549	eif3G	M.musculus:ENSMUSP00000004206 | C.elegans:WBGene00001230 | H.sapiens:ENSP00000253108 | A.thaliana:NP_001154607 | A.thaliana:NP_187747 | A.thaliana:NP_196219 | S.cerevisiae S288c:YDR429C | D.melanogaster:FBpp0070430 | D.melanogaster:FBpp0083293
InParanoid	DDB_G0279549	eif3G	A.thaliana:At3g11400 | C.elegans:CE02197 | D.melanogaster:FBpp0070430 | H.sapiens:ENSP00000253108 | M.musculus:ENSMUSP00000004206 | S.cerevisiae S288c:YDR429C
InParanoid	DDB_G0279991	exoc8	A.thaliana:At5g49830 | D.melanogaster:FBpp0084351
JGI/Baylor Sequencing Project	DDB_G0279991	exoc8	D.purpureum:DPU_G0059426
OrthoMCL	DDB_G0280475	coq7	M.musculus:ENSMUSP00000095695 | C.elegans:WBGene00000536 | H.sapiens:ENSP00000322316 | S.cerevisiae S288c:YOR125C | D.melanogaster:FBpp0070924
InParanoid	DDB_G0280475	coq7	C.elegans:CE01438 | D.melanogaster:FBpp0070924 | H.sapiens:ENSP00000322316 | S.cerevisiae S288c:YOR125C
JGI/Baylor Sequencing Project	DDB_G0280475	coq7	D.purpureum:DPU_G0062890
JGI/Baylor Sequencing Project	DDB_G0280511	DDB_G0280511	D.purpureum:DPU_G0075530
OrthoMCL	DDB_G0280607	pfdn5	M.musculus:ENSMUSP00000001335 | C.elegans:WBGene00020112 | H.sapiens:ENSP00000334188 | A.thaliana:NP_197720 | S.cerevisiae S288c:YML094W | D.melanogaster:FBpp0083650 | D.melanogaster:FBpp0071585
InParanoid	DDB_G0280607	pfdn5	A.thaliana:At5g23290 | C.elegans:CE00827 | D.melanogaster:FBpp0083650 | H.sapiens:ENSP00000334188 | M.musculus:ENSMUSP00000001335 | S.cerevisiae S288c:YML094W
JGI/Baylor Sequencing Project	DDB_G0280607	pfdn5	D.purpureum:DPU_G0054618
OrthoMCL	DDB_G0279303	slob2	M.musculus:ENSMUSP00000035265 | H.sapiens:ENSP00000348472 | D.melanogaster:FBpp0087950
InParanoid	DDB_G0279303	slob2	D.melanogaster:FBpp0079140
JGI/Baylor Sequencing Project	DDB_G0279303	slob2	D.purpureum:DPU_G0058362
OrthoMCL	DDB_G0275667	DDB_G0275667	M.musculus:ENSMUSP00000099799 | C.elegans:WBGene00013332 | H.sapiens:ENSP00000360676 | A.thaliana:NP_172840 | S.cerevisiae S288c:YKL110C | D.melanogaster:FBpp0070308
InParanoid	DDB_G0275667	DDB_G0275667	A.thaliana:At1g13870 | C.elegans:CE35120 | D.melanogaster:FBpp0070308 | H.sapiens:ENSP00000360676 | M.musculus:ENSMUSP00000099799 | S.cerevisiae S288c:YKL110C
JGI/Baylor Sequencing Project	DDB_G0275667	DDB_G0275667	D.purpureum:DPU_G0075762
InParanoid	DDB_G0281501	DDB_G0281501	C.elegans:CE33965
JGI/Baylor Sequencing Project	DDB_G0281501	DDB_G0281501	D.purpureum:DPU_G0074224
OrthoMCL	DDB_G0279855	mrps10	M.musculus:ENSMUSP00000100074 | C.elegans:WBGene00004489 | H.sapiens:ENSP00000396038 | S.cerevisiae S288c:YHL015W | E.coli K-12:AP_004469 | A.thaliana:NP_001030826 | A.thaliana:NP_001078781 | A.thaliana:NP_190089 | A.thaliana:NP_190321 | A.thaliana:NP_201036 | A.thaliana:NP_850665 | A.thaliana:NP_187919 | D.melanogaster:FBpp0083371
InParanoid	DDB_G0279855	mrps10	E.coli K-12:NP_417780
JGI/Baylor Sequencing Project	DDB_G0279855	mrps10	D.purpureum:DPU_G0073698
OrthoMCL	DDB_G0278079	exdl2A	M.musculus:ENSMUSP00000043049 | H.sapiens:ENSP00000387331 | D.melanogaster:FBpp0081878
InParanoid	DDB_G0278079	exdl2A	A.thaliana:At2g32415 | D.melanogaster:FBpp0081878 | H.sapiens:ENSP00000387331 | M.musculus:ENSMUSP00000043049
JGI/Baylor Sequencing Project	DDB_G0278079	exdl2A	D.purpureum:DPU_G0057480
OrthoMCL	DDB_G0282305	DDB_G0282305	M.musculus:ENSMUSP00000023497 | C.elegans:WBGene00012796 | H.sapiens:ENSP00000410926 | A.thaliana:NP_568608 | D.melanogaster:FBpp0081659
InParanoid	DDB_G0282305	DDB_G0282305	C.elegans:CE16622
JGI/Baylor Sequencing Project	DDB_G0282305	DDB_G0282305	D.purpureum:DPU_G0053254
JGI/Baylor Sequencing Project	DDB_G0279163	DDB_G0279163	D.purpureum:DPU_G0063814
InParanoid	DDB_G0279417	roco6	A.thaliana:At2g24130 | A.thaliana:At2g26330
JGI/Baylor Sequencing Project	DDB_G0279417	roco6	D.purpureum:DPU_G0065240
JGI/Baylor Sequencing Project	DDB_G0277933	DDB_G0277933	D.purpureum:DPU_G0058536
