Ensembl Protein ID	HGNC ID(s)	UniProt/SwissProt Accession	UniProt/SwissProt ID
ENSP00000419425	9253	P62937	PPIA_HUMAN
ENSP00000440954	8059		
ENSP00000335281	29930	Q8NG35	D105A_HUMAN
ENSP00000395490	24703		
ENSP00000458459	26161		
ENSP00000423561	9595		
ENSP00000427976	9253		
ENSP00000440460	26161	P57737	CORO7_HUMAN
ENSP00000430817	9253		
ENSP00000263955	11396	O94768	ST17B_HUMAN
ENSP00000429251	9253		
ENSP00000408442	24703		
ENSP00000461702	26161	P57737	CORO7_HUMAN
ENSP00000421583	9595	P43115	PE2R3_HUMAN
ENSP00000386853	11396	O94768	ST17B_HUMAN
ENSP00000424340	9595		
ENSP00000394670	9253		
ENSP00000360727	24703	Q3YEC7	RABL6_HUMAN
ENSP00000460177	26161		
ENSP00000379887	29898	Q9C002	NMES1_HUMAN
ENSP00000475843	11396		
ENSP00000360736	24703	Q3YEC7	RABL6_HUMAN
ENSP00000416570	30476		
ENSP00000399755	11396		
ENSP00000452967	29898		
ENSP00000460956	26161		
ENSP00000389684	30476	Q8WXB1	MT21A_HUMAN
ENSP00000413289	11396		
ENSP00000400730	30476	Q8WXB1	MT21A_HUMAN
ENSP00000414081	24703		
ENSP00000380815	11906		
ENSP00000418073	9595	P43115	PE2R3_HUMAN
ENSP00000437924	9570		
ENSP00000331111	13182	Q9P1U0	RPA12_HUMAN
ENSP00000349003	9595		
ENSP00000341610	29898	Q9C002	NMES1_HUMAN
ENSP00000275732	9126	O75420	PERQ1_HUMAN
ENSP00000407622	30476	Q8WXB1	MT21A_HUMAN
ENSP00000302313	9595	P43115	PE2R3_HUMAN
ENSP00000360740	24703		
ENSP00000219313	9565	P51665	PSMD7_HUMAN
ENSP00000365978	13182	Q9P1U0	RPA12_HUMAN
ENSP00000461187	26161		
ENSP00000335434	19667	Q8TBZ3	WDR20_HUMAN
ENSP00000378288	29826	Q32MK0	MYLK3_HUMAN
ENSP00000272839	30476		
ENSP00000259075	11562	Q92844	TANK_HUMAN
ENSP00000352333	13182	Q9P1U0	RPA12_HUMAN
ENSP00000409485	30476		
ENSP00000412388	37284	C9J069	CI172_HUMAN
ENSP00000398157	11562		
ENSP00000314209	19667	Q8TBZ3	WDR20_HUMAN
ENSP00000455953	9565		
ENSP00000365981	13182	Q9P1U0	RPA12_HUMAN
ENSP00000439297	29826	Q32MK0	MYLK3_HUMAN
ENSP00000457244	9565		
ENSP00000459228	26161		
ENSP00000385481	30476	Q8WXB1	MT21A_HUMAN
ENSP00000454999	9565		
ENSP00000403317	30476	Q8WXB1	MT21A_HUMAN
ENSP00000359962	9595	P43115	PE2R3_HUMAN
ENSP00000376505	11562	Q92844	TANK_HUMAN
ENSP00000452470	19667	Q8TBZ3	WDR20_HUMAN
ENSP00000359970	9595	P43115	PE2R3_HUMAN
ENSP00000399934	11562		
ENSP00000392062	30476	Q8WXB1	MT21A_HUMAN
ENSP00000225724	4430	O95249	GOSR1_HUMAN
ENSP00000443925	9565		
ENSP00000458828	26161		
ENSP00000293362	9570	P61289	PSME3_HUMAN
ENSP00000341037	19667	Q8TBZ3	WDR20_HUMAN
ENSP00000411041	11562		
ENSP00000459286	26161		
ENSP00000450636	19667	Q8TBZ3	WDR20_HUMAN
ENSP00000458411	26161		
ENSP00000452774	19667		
ENSP00000384492	11562		
ENSP00000415115	30476	Q8WXB1	MT21A_HUMAN
ENSP00000384235	11562		
ENSP00000468702	9570		
ENSP00000299135	19667	Q8TBZ3	WDR20_HUMAN
ENSP00000460036	26161		
ENSP00000360724	30033	Q9NRX4	PHP14_HUMAN
ENSP00000346624	9595		
ENSP00000459085	26161		
ENSP00000388930	11562		
ENSP00000349324	11906	O14798	TR10C_HUMAN
ENSP00000414441	4430		
ENSP00000452539	19667		
ENSP00000444412	13061	Q14587	ZN268_HUMAN
ENSP00000410259	11562		
ENSP00000461797	26161		
ENSP00000428235	11906		
ENSP00000228289	13061	Q14587	ZN268_HUMAN
ENSP00000280208	9595		
ENSP00000460901	26161		
ENSP00000451633	19667	Q8TBZ3	WDR20_HUMAN
ENSP00000412622	11562		
ENSP00000401423	9595	P43115	PE2R3_HUMAN
ENSP00000460199	26161		
ENSP00000392194			
ENSP00000460910	26161		
ENSP00000247665	30033	Q9NRX4	PHP14_HUMAN
ENSP00000454151	19667		
ENSP00000416121			
ENSP00000461051	26161		
ENSP00000385487	11562		
ENSP00000458935	26161		
ENSP00000437612	11906		
ENSP00000261867	11015	O14863	ZNT4_HUMAN
ENSP00000456343	14560		
ENSP00000459888	26161		
ENSP00000392776	11562		
ENSP00000396977	4430		
ENSP00000452638	19667		
ENSP00000378285	33754	Q6PH81	CP087_HUMAN
ENSP00000437410	13061		
ENSP00000444757	30033	Q9NRX4	PHP14_HUMAN
ENSP00000385983	11562	Q92844	TANK_HUMAN
ENSP00000438330	4430		
ENSP00000406084	19667	Q8TBZ3	WDR20_HUMAN
ENSP00000377374	29205	Q969X5	ERGI1_HUMAN
ENSP00000414793	9975	P14373	TRI27_HUMAN
ENSP00000400760	25206		
ENSP00000412556	11562		
ENSP00000459401	26161		
ENSP00000442446	13061		
ENSP00000395793	19667		
ENSP00000430583	29205		
ENSP00000319323	14560	Q9UBI4	STML1_HUMAN
ENSP00000305027	29121	Q9Y4B5	SOGA2_HUMAN
ENSP00000387439	11562		
ENSP00000462638	4430	O95249	GOSR1_HUMAN
ENSP00000420698	13931	Q8NDX9	LY65B_HUMAN
ENSP00000437927	19667		
ENSP00000415276	11562	Q92844	TANK_HUMAN
ENSP00000477073	17310		
ENSP00000428064	29205		
ENSP00000443641	19667		
ENSP00000412445	9975	P14373	TRI27_HUMAN
ENSP00000414236	37243	C9JCN9	HSBPL_HUMAN
ENSP00000465115	4430		
ENSP00000466629	13061		
ENSP00000427713	29205		
ENSP00000446221	26161		
ENSP00000432576	14004		
ENSP00000285697	33754	Q6PH81	CP087_HUMAN
ENSP00000414955	9975		
ENSP00000414956	4430		
ENSP00000429556	29121	Q9Y4B5	SOGA2_HUMAN
ENSP00000465155	9570		
ENSP00000467108	37243		
ENSP00000429501	29205		
ENSP00000456853	14560		
ENSP00000455829	33754		
ENSP00000391530	26161		
ENSP00000365766	17310	O60830	TI17B_HUMAN
ENSP00000325127	29205	Q969X5	ERGI1_HUMAN
ENSP00000352788	14560		
ENSP00000352927	29121	Q9Y4B5	SOGA2_HUMAN
ENSP00000476861	17310		
ENSP00000256737	14004	Q9BYT9	ANO3_HUMAN
ENSP00000430615	29205		
ENSP00000467781	13061		
ENSP00000391847	18854		
ENSP00000455690	14560		
ENSP00000435275	14004		
ENSP00000477027	17310		
ENSP00000458091	14560		
ENSP00000437858	13061		
ENSP00000428116	29205		
ENSP00000386824	25206	Q8WV99	ZFN2B_HUMAN
ENSP00000477085	17310		
ENSP00000310263	11907	Q9UBN6	TR10D_HUMAN
ENSP00000306864	18517	Q6EMK4	VASN_HUMAN
ENSP00000401725	21195	Q5JQF7	CF100_HUMAN
ENSP00000463506	29121		
ENSP00000455246	14560		
ENSP00000386399	25206	Q8WV99	ZFN2B_HUMAN
ENSP00000438941	13061		
ENSP00000379999	17310	O60830	TI17B_HUMAN
ENSP00000432394	14004		
ENSP00000443721	13061		
ENSP00000438237	9570		
ENSP00000463438	29121		
ENSP00000348010	20314	Q86UA1	PRP39_HUMAN
ENSP00000446153	13061		
ENSP00000319384	14560	Q9UBI4	STML1_HUMAN
ENSP00000347810	31918	Q8IZN7	D107A_HUMAN
ENSP00000350350	546		
ENSP00000440737	14004		
ENSP00000439539	13061		
ENSP00000452428	20314		
ENSP00000442478	14560		
ENSP00000260051	8059		
ENSP00000436891	49420		
ENSP00000467922	13061		
ENSP00000466622	13061		
ENSP00000351851	8059	Q14980	NUMA1_HUMAN
ENSP00000464721	13061		
ENSP00000350976	32486	Q5QGT7	RTP2_HUMAN
ENSP00000289528	25206	Q8WV99	ZFN2B_HUMAN
ENSP00000436580	49396		
ENSP00000269601	30551	P83876	TXN4A_HUMAN
ENSP00000463465	29121	Q9Y4B5	SOGA2_HUMAN
ENSP00000409931	25206		
ENSP00000377298	8059	Q14980	NUMA1_HUMAN
ENSP00000465572	30551		
ENSP00000398440	13847	Q5JNZ3	ZN311_HUMAN
ENSP00000465321	30551		
ENSP00000334681	18086	Q8IZN7	D107A_HUMAN
ENSP00000446396	8059		
ENSP00000436786	7132	Q03164	KMT2A_HUMAN
ENSP00000386847	25206		
ENSP00000465493	30551		
ENSP00000224950	26200	Q9H668	STN1_HUMAN
ENSP00000382924	29121	Q9Y4B5	SOGA2_HUMAN
ENSP00000409295	13061		
ENSP00000387179	25206		
ENSP00000445713	13061	Q14587	ZN268_HUMAN
ENSP00000386898	25206	Q8WV99	ZFN2B_HUMAN
ENSP00000347678	30551		
ENSP00000390867	20314		
ENSP00000358779	26200	Q9H668	STN1_HUMAN
ENSP00000414624	9466	Q14558	KPRA_HUMAN
ENSP00000444880	8059		
ENSP00000432391	7132		
ENSP00000388144	8281	Q9Y3N9	OR2W1_HUMAN
ENSP00000303670	29121	Q9Y4B5	SOGA2_HUMAN
ENSP00000451334	20314		
ENSP00000442936	8059		
ENSP00000407813			
ENSP00000466266	30551		
ENSP00000334330	18087	Q8NG35	D105A_HUMAN
ENSP00000451331	20314		
ENSP00000386370	25206		
ENSP00000397339	14956	Q8N387	MUC15_HUMAN
ENSP00000468761	30551		
ENSP00000396953			
ENSP00000468493	30551		
ENSP00000394571	8238	O76000	OR2B3_HUMAN
ENSP00000387312	25206		
ENSP00000467304	30551		
ENSP00000451988	20314		
ENSP00000374157	7132	Q03164	KMT2A_HUMAN
ENSP00000466694	30551		
ENSP00000452516	20314		
ENSP00000341674	546	P13928	ANXA8_HUMAN
ENSP00000431983	14956		
ENSP00000262460	28980	Q14691	PSF1_HUMAN
ENSP00000314973	9466		
ENSP00000335307	18088	Q8N104	D106A_HUMAN
ENSP00000434618	7132		
ENSP00000400546	8261	O76001	OR2J3_HUMAN
ENSP00000221132	11904	O00220	TR10A_HUMAN
ENSP00000436564	7132		
ENSP00000431945	14956		
ENSP00000388773	25206		
ENSP00000359958	13058	O95218	ZRAB2_HUMAN
ENSP00000253083	18415	O75146	HIP1R_HUMAN
ENSP00000432652	7132		
ENSP00000420284	6402		
ENSP00000416753	14956		
ENSP00000428884	11904		
ENSP00000345282	18062	Q8TD30	ALAT2_HUMAN
ENSP00000281268	14956		
ENSP00000392497	8260	O76002	OR2J2_HUMAN
ENSP00000436700	7132		
ENSP00000392838	9466		
ENSP00000419766	6402		
ENSP00000457475	18062		
ENSP00000442761	8059		
ENSP00000376612	7132		
ENSP00000320813	18115	Q8WTQ1	D104A_HUMAN
ENSP00000319388	24083	Q6UXC1	AEGP_HUMAN
ENSP00000265724	40	P08183	MDR1_HUMAN
ENSP00000408669	28980		
ENSP00000439759	8059		
ENSP00000461911	7717		
ENSP00000403553	13971	Q9UGF5	O14J1_HUMAN
ENSP00000323967	11109	Q969G3	SMCE1_HUMAN
ENSP00000416138	25206		
ENSP00000387494	9466		
ENSP00000431994	14470		
ENSP00000438821	8059		
ENSP00000435513	24083	Q6UXC1	AEGP_HUMAN
ENSP00000411334	25206		
ENSP00000254821	13058	O95218	ZRAB2_HUMAN
ENSP00000357655	12771	O95389	WISP3_HUMAN
ENSP00000438589	8059		
ENSP00000409190	9466		
ENSP00000411339	24083	Q6UXC1	AEGP_HUMAN
ENSP00000413804	18062	Q8TD30	ALAT2_HUMAN
ENSP00000439092	8059		
ENSP00000402126	9466		
ENSP00000418875	17910	Q9UI38	TSP50_HUMAN
ENSP00000464501	11109		
ENSP00000445192	546		
ENSP00000444175	8059		
ENSP00000473777	12771	O95389	WISP3_HUMAN
ENSP00000412591	13972	Q9UGF6	OR5V1_HUMAN
ENSP00000340633	12594	Q15853	USF2_HUMAN
ENSP00000346516	7132	Q03164	KMT2A_HUMAN
ENSP00000415545	13972	Q9UGF6	OR5V1_HUMAN
ENSP00000326598	17910	Q9UI38	TSP50_HUMAN
ENSP00000445370	11109		
ENSP00000446236	18415		
ENSP00000320217	14470	Q8NG04	S2610_HUMAN
ENSP00000449041	13972	Q9UGF6	OR5V1_HUMAN
ENSP00000439576	8059		
ENSP00000357955	8059		
ENSP00000411799	546		
ENSP00000395928	12771		
ENSP00000438331	8059		
ENSP00000438318	8059		
ENSP00000222305	12594	Q15853	USF2_HUMAN
ENSP00000475926	11828		
ENSP00000399419	40		
ENSP00000403619	14470		
ENSP00000366469	11828		
ENSP00000441598	8059		
ENSP00000430307	37325	E5RG02	PRS46_HUMAN
ENSP00000471099	12594	Q15853	USF2_HUMAN
ENSP00000421346	13963		
ENSP00000402941	11828		
ENSP00000357653	12771		
ENSP00000304283	9803	P60763	RAC3_HUMAN
ENSP00000447118	13963		
ENSP00000444095	40		
ENSP00000441674	8059		
ENSP00000464941	24933		
ENSP00000444831	8059		
ENSP00000463590	9803		
ENSP00000390448	8178		
ENSP00000442331	8059		
ENSP00000462421	9803		
ENSP00000368429	12594	Q15853	USF2_HUMAN
ENSP00000357652	12771		
ENSP00000357596	18854	Q8TEY5	CR3L4_HUMAN
ENSP00000252453	24933	Q6UXH0	BETAT_HUMAN
ENSP00000429264	30717		
ENSP00000368520	14470	Q8NG04	S2610_HUMAN
ENSP00000477020	12594		
ENSP00000360712	3164		
ENSP00000465378	24933		
ENSP00000386467	12771		
ENSP00000367039	11109	Q969G3	SMCE1_HUMAN
ENSP00000471511	12594		
ENSP00000469585	12594		
ENSP00000327268	7717	P19404	NDUV2_HUMAN
ENSP00000404869	8165		
ENSP00000464504	7717		
ENSP00000382990	33342		
ENSP00000449846	8165		
ENSP00000401932	30717	Q7RTY3	PRS45_HUMAN
ENSP00000224073	3164	O60869	EDF1_HUMAN
ENSP00000464511	11109	Q969G3	SMCE1_HUMAN
ENSP00000382908	7717		
ENSP00000354734	12771	O95389	WISP3_HUMAN
ENSP00000462475	11109	Q969G3	SMCE1_HUMAN
ENSP00000471775	12594		
ENSP00000424328	8769	Q9NP92	RT30_HUMAN
ENSP00000411607	11109	Q969G3	SMCE1_HUMAN
ENSP00000230529	12771	O95389	WISP3_HUMAN
ENSP00000469364	12594		
ENSP00000470277	12594		
ENSP00000360711	3164	O60869	EDF1_HUMAN
ENSP00000466608	11109		
ENSP00000379326	28750	Q1EHB4	SC5AC_HUMAN
ENSP00000470081	12594		
ENSP00000271889	18854	Q8TEY5	CR3L4_HUMAN
ENSP00000416991	33342		
ENSP00000401581	30716		
ENSP00000392958	11109		
ENSP00000355306	27915	Q8IYL3	CA174_HUMAN
ENSP00000409994	8176	Q9GZK7	O11A1_HUMAN
ENSP00000463216	11109		
ENSP00000404787	8176	Q9GZK7	O11A1_HUMAN
ENSP00000447267	8176	Q9GZK7	O11A1_HUMAN
ENSP00000472066			
ENSP00000401701	30716	Q7Z5A4	PRS42_HUMAN
ENSP00000464061	11109		
ENSP00000436011	28750		
ENSP00000316012	33342	Q6PDA7	SG11A_HUMAN
ENSP00000350364	17302	Q7Z3B1	NEGR1_HUMAN
ENSP00000462857	11109		
ENSP00000471817			
ENSP00000280467	28750	Q1EHB4	SC5AC_HUMAN
ENSP00000297496	33342	Q6PDA7	SG11A_HUMAN
ENSP00000462381	11109		
ENSP00000305938	17302		
ENSP00000435053	28750		
ENSP00000296046	2298	P15088	CBPA3_HUMAN
ENSP00000436043	33342		
ENSP00000220531	8549	Q9UL45	BL1S6_HUMAN
ENSP00000463282	11109		
ENSP00000434968	33342	Q6PDA7	SG11A_HUMAN
ENSP00000411140	34409	A6NHN6	NPB15_HUMAN
ENSP00000463405	11109		
ENSP00000321962	33747	Q8TAL6	FIBIN_HUMAN
ENSP00000357590	18854		
ENSP00000413294	17302		
ENSP00000394885	33342		
ENSP00000309772	26159	A4D0V7	CPED1_HUMAN
ENSP00000316648	33342		
ENSP00000398082	26159		
ENSP00000380794	28439	Q8WUX9	CHMP7_HUMAN
ENSP00000357592	18854	Q8TEY5	CR3L4_HUMAN
ENSP00000441857	11109	Q969G3	SMCE1_HUMAN
ENSP00000385680	1396	Q9P0X4	CAC1I_HUMAN
ENSP00000409651	8252	Q9GZK4	OR2H1_HUMAN
ENSP00000240687	14913	Q9NYW3	TA2R7_HUMAN
ENSP00000428233	28439		
ENSP00000411617	8252	Q9GZK4	OR2H1_HUMAN
ENSP00000357589	18854	Q8TEY5	CR3L4_HUMAN
ENSP00000383887	1396	Q9P0X4	CAC1I_HUMAN
ENSP00000367432	30801	Q9UKB5	AJAP1_HUMAN
ENSP00000406122	26159	A4D0V7	CPED1_HUMAN
ENSP00000240615	14915	Q9NYW2	TA2R8_HUMAN
ENSP00000456152	8549		
ENSP00000424902	25758		
ENSP00000389230	8252	Q9GZK4	OR2H1_HUMAN
ENSP00000457077	8549		
ENSP00000379210	7584	P08590	MYL3_HUMAN
ENSP00000428504	26159		
ENSP00000395567	8252	Q9GZK4	OR2H1_HUMAN
ENSP00000454438	8549		
ENSP00000240691	14917	Q9NYW1	TA2R9_HUMAN
ENSP00000384093	1396	Q9P0X4	CAC1I_HUMAN
ENSP00000272644	4471	Q13304	GPR17_HUMAN
ENSP00000367433	30801	Q9UKB5	AJAP1_HUMAN
ENSP00000454803	8549		
ENSP00000415573	26159		
ENSP00000457478	8549		
ENSP00000391952	26159		
ENSP00000387970	4471		
ENSP00000292327	7584	P08590	MYL3_HUMAN
ENSP00000464067	7452		
ENSP00000447994	8252	Q9GZK4	OR2H1_HUMAN
ENSP00000262375	11808	Q96EY1	DNJA3_HUMAN
ENSP00000376741	4471	Q13304	GPR17_HUMAN
ENSP00000430321	28439		
ENSP00000393455	7584		
ENSP00000454638	8549		
ENSP00000402308	18854		
ENSP00000325285	7452	Q9NYA4	MTMR4_HUMAN
ENSP00000385019	1396	Q9P0X4	CAC1I_HUMAN
ENSP00000345235	26159		
ENSP00000442982	4471	Q13304	GPR17_HUMAN
ENSP00000430661	28439		
ENSP00000456624	8549	Q9UL45	BL1S6_HUMAN
ENSP00000456067	8549		
ENSP00000464247	7452		
ENSP00000390376	28318		
ENSP00000427948	28439		
ENSP00000347445	11808	Q96EY1	DNJA3_HUMAN
ENSP00000454715	8549		
ENSP00000463479	7452		
ENSP00000435781	964	O75936	BODG_HUMAN
ENSP00000319486	30725	Q9UKR8	TSN16_HUMAN
ENSP00000462869	7452		
ENSP00000259818	30829	Q9BVA1	TBB2B_HUMAN
ENSP00000455021	8549		
ENSP00000428439	2509		
ENSP00000466751	30725		
ENSP00000463259	7452		
ENSP00000460358	11808		
ENSP00000405860	12032		
ENSP00000429636	2509		
ENSP00000435369	964		
ENSP00000456851	8549		
ENSP00000428049	2509		
ENSP00000467341	30725		
ENSP00000324491	28439	Q8WUX9	CHMP7_HUMAN
ENSP00000464588	7452		
ENSP00000337829	1396		
ENSP00000430304	2509		
ENSP00000458868	11808		
ENSP00000261798	2451		
ENSP00000338759	30725		
ENSP00000413055	13916		
ENSP00000383028	1396		
ENSP00000428202	2509		
ENSP00000426747	2451		
ENSP00000406524	12032		
ENSP00000466520	30725		
ENSP00000363021	10290	P15927	RFA2_HUMAN
ENSP00000459098	11808		
ENSP00000434918	964	O75936	BODG_HUMAN
ENSP00000378524	28318	A6PVS8	LRIQ3_HUMAN
ENSP00000455599	8549		
ENSP00000451998	18197	Q05BV3	EMAL5_HUMAN
ENSP00000413541	10290		
ENSP00000427031	2451		
ENSP00000459088	11808		
ENSP00000433772	964	O75936	BODG_HUMAN
ENSP00000454537	8549		
ENSP00000394134	21195	Q5JQF7	CF100_HUMAN
ENSP00000363017	10290	P15927	RFA2_HUMAN
ENSP00000385104	18854		
ENSP00000307342	4845	O60741	HCN1_HUMAN
ENSP00000455439	8549		
ENSP00000363015	10290	P15927	RFA2_HUMAN
ENSP00000416335	13916	O95445	APOM_HUMAN
ENSP00000387649	10290		
ENSP00000475319	2451		
ENSP00000392635	8281	Q9Y3N9	OR2W1_HUMAN
ENSP00000415319	28318	A6PVS8	LRIQ3_HUMAN
ENSP00000263182	964	O75936	BODG_HUMAN
ENSP00000438046	18020	Q16378	PROL4_HUMAN
ENSP00000394610	13916	O95445	APOM_HUMAN
ENSP00000359946	28318		
ENSP00000421689	2451	P48729	KC1A_HUMAN
ENSP00000468252			
ENSP00000398289	28318		
ENSP00000261574	6402	O00410	IPO5_HUMAN
ENSP00000399881	8238	O76000	OR2B3_HUMAN
ENSP00000296792	25758	Q8TED0	UTP15_HUMAN
ENSP00000228811	18020	Q16378	PROL4_HUMAN
ENSP00000475969	2451		
ENSP00000464803			
ENSP00000260983	29853	Q9P2P5	HECW2_HUMAN
ENSP00000425366	2451		
ENSP00000392071	13961	P35410	MAS1L_HUMAN
ENSP00000464868			
ENSP00000359948	28318	A6PVS8	LRIQ3_HUMAN
ENSP00000431033	2509		
ENSP00000419166	6402		
ENSP00000363041	30880	Q9NZ45	CISD1_HUMAN
ENSP00000475633	2451		
ENSP00000450965	18197		
ENSP00000414527	8259	Q9GZK6	OR2J1_HUMAN
ENSP00000421669	25758		
ENSP00000393970	11808		
ENSP00000419398	6402		
ENSP00000430252	2451		
ENSP00000370039	18197	Q05BV3	EMAL5_HUMAN
ENSP00000424334	25758		
ENSP00000420149	6402		
ENSP00000346414	28318	A6PVS8	LRIQ3_HUMAN
ENSP00000421268	2451		
ENSP00000386775	29853	Q9P2P5	HECW2_HUMAN
ENSP00000393371	8261		
ENSP00000443939	18020		
ENSP00000452030	18197		
ENSP00000424609	25758		
ENSP00000247668	12032	Q12933	TRAF2_HUMAN
ENSP00000384371	1001	P41182	BCL6_HUMAN
ENSP00000222690	20664	Q71UI9	H2AV_HUMAN
ENSP00000306581	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000341051	33849	Q6UXF7	CL18B_HUMAN
ENSP00000397653	12032		
ENSP00000367074	2451	P48729	KC1A_HUMAN
ENSP00000409918	29853		
ENSP00000397115	20664		
ENSP00000395770	29853		
ENSP00000419797	6402		
ENSP00000351519	8260	O76002	OR2J2_HUMAN
ENSP00000452360	18197		
ENSP00000417993	6402		
ENSP00000342714	20664	Q71UI9	H2AV_HUMAN
ENSP00000440796	25758		
ENSP00000420043	6402		
ENSP00000394625	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000419860	6402		
ENSP00000298315	18197		
ENSP00000398014	1001		
ENSP00000230221	13971	Q9UGF5	O14J1_HUMAN
ENSP00000401791	1103	P25440	BRD2_HUMAN
ENSP00000417721	6402		
ENSP00000308405	20664	Q71UI9	H2AV_HUMAN
ENSP00000417162	6402		
ENSP00000391758	1103		
ENSP00000232014	1001	P41182	BCL6_HUMAN
ENSP00000365964	9285		
ENSP00000408885	6402		
ENSP00000372588	1103	P25440	BRD2_HUMAN
ENSP00000263753	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000350219	6402	O00410	IPO5_HUMAN
ENSP00000340708	20664	Q71UI9	H2AV_HUMAN
ENSP00000366453	11828	Q9UDY2	ZO2_HUMAN
ENSP00000383534	13972	Q9UGF6	OR5V1_HUMAN
ENSP00000446414	12032	Q12933	TRAF2_HUMAN
ENSP00000414960	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000420079	6402		
ENSP00000434978	1103		
ENSP00000230223	13972	Q9UGF6	OR5V1_HUMAN
ENSP00000370516	20664	Q71UI9	H2AV_HUMAN
ENSP00000365963	9285	O60927	PP1RB_HUMAN
ENSP00000413122	1001	P41182	BCL6_HUMAN
ENSP00000413070	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000345893	11828	Q9UDY2	ZO2_HUMAN
ENSP00000414129	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000419003	6402		
ENSP00000430492	20664		
ENSP00000352685	12032	Q12933	TRAF2_HUMAN
ENSP00000411200	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000365960	9285		
ENSP00000418393	6402	O00410	IPO5_HUMAN
ENSP00000406901	20664		
ENSP00000365956	9285		
ENSP00000265384	11828	Q9UDY2	ZO2_HUMAN
ENSP00000394957	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000415574	1001		
ENSP00000365954	9285		
ENSP00000412025	28037		
ENSP00000417647	6402		
ENSP00000365949	9285		
ENSP00000314030	14884	O60884	DNJA2_HUMAN
ENSP00000385938	6402		
ENSP00000410458	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000434843	1103		
ENSP00000393803	13787	Q9HB09	B2L12_HUMAN
ENSP00000373048	13963	Q9UGF7	O12D3_HUMAN
ENSP00000419764	6402		
ENSP00000442090	11828	Q9UDY2	ZO2_HUMAN
ENSP00000449350	13963	Q9UGF7	O12D3_HUMAN
ENSP00000410994	1103	P25440	BRD2_HUMAN
ENSP00000460104	14884		
ENSP00000404221	1103		
ENSP00000414455	1001		
ENSP00000420491	6402		
ENSP00000306906	28037	Q9P0P0	RN181_HUMAN
ENSP00000438262	11828	Q9UDY2	ZO2_HUMAN
ENSP00000392178	11828	Q9UDY2	ZO2_HUMAN
ENSP00000364145	8872	P16118	F261_HUMAN
ENSP00000246785	13787	Q9HB09	B2L12_HUMAN
ENSP00000389034	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000397109	28037		
ENSP00000366345	8178	P58182	O12D2_HUMAN
ENSP00000454580	14884		
ENSP00000469112			
ENSP00000444074	8872		
ENSP00000394613	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000432478	1103		
ENSP00000391326	28037		
ENSP00000364131	8872		
ENSP00000397672	25088		
ENSP00000415246	28037		
ENSP00000355180	2211	P12109	CO6A1_HUMAN
ENSP00000304669	2509	P35221	CTNA1_HUMAN
ENSP00000373284	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000447736	1103	P25440	BRD2_HUMAN
ENSP00000375393	8165	Q96KK4	O10C1_HUMAN
ENSP00000430626	2509		
ENSP00000469216	13787		
ENSP00000450100	8165		
ENSP00000406880	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000430671	2509		
ENSP00000404562	25088	Q5FBB7	SGOL1_HUMAN
ENSP00000446894	1103	P25440	BRD2_HUMAN
ENSP00000471919	13787		
ENSP00000359935	3825	O14772	FPGT_HUMAN
ENSP00000445126	6402		
ENSP00000430078	2509		
ENSP00000470644	13787		
ENSP00000429457	2509		
ENSP00000472214	13787		
ENSP00000427821	2509		
ENSP00000448867	1103		
ENSP00000434934	3825		
ENSP00000246784	13787	Q9HB09	B2L12_HUMAN
ENSP00000429142	2509		
ENSP00000461115	26939	Q9P013	CWC15_HUMAN
ENSP00000373043	8176	Q9GZK7	O11A1_HUMAN
ENSP00000363001	21416	Q92485	ASM3B_HUMAN
ENSP00000222120	9779	O95716	RAB3D_HUMAN
ENSP00000383532	8176	Q9GZK7	O11A1_HUMAN
ENSP00000283429	24987	Q9HBL8	NMRL1_HUMAN
ENSP00000466000	9779	O95716	RAB3D_HUMAN
ENSP00000447956	8176	Q9GZK7	O11A1_HUMAN
ENSP00000449057	21416		
ENSP00000458762	24987	Q9HBL8	NMRL1_HUMAN
ENSP00000458196	7634	Q13075	BIRC1_HUMAN
ENSP00000386039	48955		
ENSP00000461763	24987		
ENSP00000388092	21416		
ENSP00000459221	24987		
ENSP00000359931	3825	O14772	FPGT_HUMAN
ENSP00000427657	29238	Q9ULD9	ZN608_HUMAN
ENSP00000257515	24820	Q15884	F1892_HUMAN
ENSP00000362995	21416	Q92485	ASM3B_HUMAN
ENSP00000383962	24987	Q9HBL8	NMRL1_HUMAN
ENSP00000433044	3825		
ENSP00000429738	2509		
ENSP00000431733	3825		
ENSP00000333024	18458	Q9BWX1	PHF7_HUMAN
ENSP00000460263	24987	Q9HBL8	NMRL1_HUMAN
ENSP00000430379	2509		
ENSP00000382886	14129		
ENSP00000460837	24987		
ENSP00000449450	21416		
